DEBUG 2024-10-05 08:39:15,825 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\email\headerregistry.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,826 autoreload File D:\project\myenv\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1728060347.7320473
DEBUG 2024-10-05 08:39:15,827 autoreload File D:\project\myenv\Lib\site-packages\django\forms\models.py first seen with mtime 1728060347.6109116
DEBUG 2024-10-05 08:39:15,828 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1728060347.5250223
DEBUG 2024-10-05 08:39:15,829 autoreload File D:\project\myenv\Lib\site-packages\django\apps\__init__.py first seen with mtime 1728060344.867582
DEBUG 2024-10-05 08:39:15,830 autoreload File D:\project\myenv\Lib\site-packages\django\test\html.py first seen with mtime 1728060347.6881871
DEBUG 2024-10-05 08:39:15,831 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\utils\html.py first seen with mtime 1728060443.8079097
DEBUG 2024-10-05 08:39:15,832 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1728060345.8604252
DEBUG 2024-10-05 08:39:15,833 autoreload File D:\project\myenv\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1728060347.724944
DEBUG 2024-10-05 08:39:15,833 autoreload File D:\project\myenv\Lib\site-packages\django\utils\cache.py first seen with mtime 1728060347.7010086
DEBUG 2024-10-05 08:39:15,834 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1725634928.0
DEBUG 2024-10-05 08:39:15,835 autoreload File D:\project\myenv\Lib\site-packages\django\utils\dates.py first seen with mtime 1728060347.706992
DEBUG 2024-10-05 08:39:15,837 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\tokenize.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,837 autoreload File D:\project\myenv\Lib\site-packages\django\views\generic\detail.py first seen with mtime 1728060347.749056
DEBUG 2024-10-05 08:39:15,839 autoreload File D:\project\myenv\Lib\site-packages\django\template\exceptions.py first seen with mtime 1728060347.6700928
DEBUG 2024-10-05 08:39:15,839 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\linecache.py first seen with mtime 1725634874.0
DEBUG 2024-10-05 08:39:15,841 autoreload File D:\project\myenv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1728060347.5580528
DEBUG 2024-10-05 08:39:15,842 autoreload File D:\project\myenv\Lib\site-packages\sqlparse\sql.py first seen with mtime 1728060344.0913188
DEBUG 2024-10-05 08:39:15,842 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1728060347.147307
DEBUG 2024-10-05 08:39:15,843 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1728060346.869638
DEBUG 2024-10-05 08:39:15,844 autoreload File D:\project\myenv\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1728060344.0923157
DEBUG 2024-10-05 08:39:15,845 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1728060346.8686416
DEBUG 2024-10-05 08:39:15,846 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\lzma.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,847 autoreload File D:\project\myenv\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1728060347.4734974
